time dmax hp eps
0.0 2.36257 0.0200007 1.5984649584767967
0.10099999999999909 2.45516 0.0199293 1.6046063009271718
0.20100000000002183 2.58673 0.0198084 1.6179834893171456
0.30000000000001137 3.0716 0.019707 1.632304155529415
0.40100000000001046 3.46095 0.0196487 1.646115149083419
0.5009999999999764 4.07922 0.0196326 1.6580531349575378
0.6009999999999991 4.08067 0.0196515 1.6693565232844203
0.7010000000000218 4.41007 0.0197005 1.679932572672317
0.8000000000000114 5.19669 0.0197628 1.6902620803885577
0.8999999999999773 5.51983 0.0198327 1.6990484038197484
1.0 5.54244 0.0199004 1.7053008849807347
1.1000000000000227 5.44111 0.0199638 1.7078065803032494
1.2010000000000218 5.97628 0.0200233 1.7074397010082218
1.3000000000000114 6.20611 0.0200722 1.7023805873784492
1.4010000000000105 6.53605 0.0201107 1.6935231443629868
1.5009999999999764 6.83596 0.0201444 1.684602101055021
1.6000000000000227 7.06697 0.0201715 1.6787775775049045
1.7010000000000218 8.2009 0.0201935 1.6754371466630058
1.8000000000000114 8.29464 0.0202107 1.672206398857612
1.8999999999999773 8.71336 0.0202254 1.6645981405833714
2.0 8.99601 0.0202339 1.652860997710691
2.100999999999999 8.78216 0.0202288 1.6422600176755204
2.201000000000022 8.46277 0.0202146 1.6357217687996224
2.3009999999999877 9.66181 0.0201975 1.631150553480743
2.3999999999999773 8.79873 0.0201759 1.6268847175428767
2.5009999999999764 9.03422 0.0201524 1.6199833497265579
2.600999999999999 9.45154 0.0201239 1.6110228351571478
2.701000000000022 9.72691 0.0200895 1.6049391968184499
2.8000000000000114 9.3756 0.0200518 1.602462867081143
2.9010000000000105 10.1579 0.020007 1.5992004645700708
3.0009999999999764 12.2731 0.0199514 1.5990315760772404
3.100999999999999 13.6883 0.0198906 1.6023995961414936
3.1999999999999886 11.9748 0.0198235 1.6094396503252146
3.3009999999999877 12.6949 0.0197499 1.6168161349138137
3.4010000000000105 11.5645 0.0196673 1.624446620764088
3.5009999999999764 13.0024 0.019577 1.6326136114184322
3.600999999999999 12.7061 0.0194849 1.642627494606017
3.701000000000022 11.4852 0.0193885 1.6537070727075163
3.8009999999999877 12.6197 0.0192877 1.6646044254137908
3.9010000000000105 12.9196 0.0191885 1.6741819963338256
4.000999999999976 14.1741 0.0190913 1.682357146347615
4.100999999999999 14.5177 0.0189999 1.6897502304712941
4.201000000000022 15.036 0.0189128 1.7002018607161058
4.300999999999988 13.7694 0.0188283 1.7139459248542925
4.4010000000000105 14.1431 0.0187494 1.729374900047977
4.500999999999976 14.1539 0.0186724 1.7388486332517115
4.600000000000023 11.4148 0.0185964 1.746580838212126
4.699999999999989 11.8674 0.0185285 1.756608336747849
4.800000000000011 12.5161 0.0184706 1.768040618878183
4.9010000000000105 12.7021 0.0184243 1.778727763341995
5.000999999999976 12.5978 0.0183899 1.7918481953715175
5.100999999999999 14.9347 0.0183696 1.8054167749155658
5.199999999999989 14.2544 0.0183627 1.817588976179938
5.300999999999988 14.9646 0.0183656 1.828784577870163
5.4010000000000105 14.4618 0.0183818 1.8407115019486362
5.500999999999976 13.2424 0.0184118 1.8530377925725667
5.600999999999999 13.6339 0.018451 1.8621608115536454
5.699999999999989 13.5779 0.018497 1.8643277600663595
5.800999999999988 13.7721 0.0185455 1.8601376939756389
5.9010000000000105 13.6192 0.018595 1.854185193696979
6.0 12.9737 0.018644 1.8497239125079563
6.100999999999999 12.1428 0.0186871 1.8485663171991966
6.201000000000022 12.2601 0.0187194 1.8488587076012872
6.300999999999988 12.9156 0.0187416 1.8499907861521283
6.4010000000000105 14.203 0.0187524 1.8524643417593731
6.500999999999976 13.5655 0.0187496 1.8568915488004225
6.600000000000023 14.2073 0.0187308 1.860633261716249
6.699999999999989 14.4284 0.0186961 1.8620186801734027
6.800999999999988 15.2477 0.0186479 1.857807545160715
6.9010000000000105 14.4937 0.0185885 1.8490115337717632
7.000999999999976 13.491 0.0185204 1.837727968058649
7.100999999999999 14.9627 0.0184498 1.8273311293143104
7.201000000000022 13.1633 0.0183816 1.823290949735013
