time dmax hp eps
0.0 1.47661 0.0200007 0.999219830328099
0.10099999999999909 1.50338 0.0199583 1.0010596291298044
0.19999999999998863 1.48713 0.0199254 1.003263564031826
0.3009999999999877 1.53184 0.0199196 1.0047979368871385
0.40100000000001046 1.52133 0.0199378 1.0060626116909968
0.5009999999999764 1.46775 0.0199771 1.0074382891934854
0.6000000000000227 1.51138 0.0200305 1.0083214217886312
0.7010000000000218 1.60734 0.0200989 1.0087914834066374
0.8009999999999877 1.63413 0.0201825 1.008719436386648
0.8999999999999773 1.61326 0.0202703 1.0078674037567603
1.0009999999999764 1.58078 0.0203584 1.0072467389674646
1.1000000000000227 1.59668 0.0204525 1.0062271977610076
1.2010000000000218 1.63205 0.0205483 1.0047380100357848
1.3009999999999877 1.60859 0.0206442 1.0027542288159315
1.4010000000000105 1.61348 0.0207378 0.9996841402277625
1.5009999999999764 1.62518 0.0208285 0.9963115691023936
1.600999999999999 1.59423 0.020921 0.9928095066690663
1.7010000000000218 1.62949 0.0210066 0.9888429586828082
1.8009999999999877 1.65559 0.0210818 0.9849050946055353
1.9010000000000105 1.7066 0.0211526 0.98081870702063
2.0009999999999764 1.63712 0.0212193 0.976747231218264
2.1000000000000227 1.79539 0.0212836 0.973146593090211
2.201000000000022 1.73453 0.0213415 0.9696556549552701
2.3009999999999877 1.7222 0.0213933 0.9664672544080604
2.4010000000000105 1.79943 0.0214446 0.9636217756448711
2.5009999999999764 1.73407 0.0214892 0.9606948984794411
2.600999999999999 1.79185 0.0215236 0.9577545451819572
2.701000000000022 1.7059 0.021559 0.9543932594376867
2.8000000000000114 1.78531 0.0215922 0.9504972762256982
2.9010000000000105 1.73399 0.0216216 0.9459744491982887
3.0 1.77521 0.0216456 0.9410380328852016
3.100999999999999 1.77446 0.0216673 0.9366129257956182
3.201000000000022 1.78685 0.0216956 0.9329680986133744
3.3000000000000114 1.82363 0.0217279 0.9298748933666813
3.4010000000000105 1.8352 0.0217583 0.9271648309912648
3.5009999999999764 1.84428 0.0217948 0.924207427988886
3.600999999999999 1.83872 0.0218363 0.9202309914340261
3.6999999999999886 1.85479 0.0218812 0.9158093343595999
3.8009999999999877 1.87897 0.0219278 0.9115774059413857
3.9010000000000105 1.86173 0.0219736 0.9080007396523634
4.000999999999976 1.89653 0.0220231 0.9048861318830728
4.100000000000023 1.86555 0.0220711 0.9027022433718559
4.201000000000022 1.86574 0.0221127 0.9015541607531933
4.300999999999988 1.87368 0.0221567 0.900399784116577
4.399999999999977 1.90722 0.0222025 0.8983497756054655
4.5 1.92274 0.0222468 0.8956422866624684
4.600999999999999 1.93967 0.0222881 0.8928026668265963
4.701000000000022 1.93484 0.022325 0.8906164479263994
4.800999999999988 1.98285 0.0223632 0.889041787463761
4.9010000000000105 2.00137 0.0223979 0.887599848041029
5.000999999999976 1.91889 0.0224241 0.8863307447053063
5.100999999999999 1.95167 0.0224508 0.8856447518340096
5.201000000000022 1.95838 0.0224788 0.8855921852676707
5.300999999999988 2.02201 0.0225058 0.8854696027668378
5.4010000000000105 1.96489 0.0225314 0.8853396573439155
5.5 1.9497 0.0225554 0.8851664717582737
5.600999999999999 2.00766 0.0225822 0.8846282652377763
5.699999999999989 2.02835 0.0226086 0.8834489687784297
5.800999999999988 2.03482 0.0226294 0.8819285778537376
5.899999999999977 2.02402 0.0226534 0.880979151675062
6.000999999999976 2.07504 0.0226843 0.8806073084919239
6.100999999999999 2.03952 0.0227184 0.8812040822446349
6.201000000000022 2.05458 0.0227528 0.8817536634613461
6.300999999999988 2.07114 0.0227876 0.881988645450184
6.399999999999977 2.13719 0.0228282 0.8817905091319864
6.500999999999976 2.13779 0.0228714 0.8813517215179749
6.600999999999999 2.14772 0.0229101 0.8811010164612756
6.701000000000022 2.09321 0.0229495 0.8814921793013841
6.800000000000011 2.2359 0.0229897 0.8823126667932712
6.9010000000000105 2.16271 0.0230289 0.8831075948101796
7.000999999999976 2.1015 0.0230645 0.8836941044795384
7.100999999999999 2.11376 0.0230955 0.8843878693374915
7.201000000000022 2.14477 0.0231226 0.8854255180893922
7.300000000000011 2.17955 0.0231417 0.8866322429719679
7.4010000000000105 2.1873 0.0231518 0.8876784072282412
7.500999999999976 2.25891 0.02316 0.8893063814901804
7.600000000000023 2.29018 0.0231676 0.8917239724932032
7.701000000000022 2.2003 0.0231714 0.8950605251846743
7.800000000000011 2.4363 0.0231688 0.8985255897640944
7.9010000000000105 2.19335 0.0231592 0.9018821906580171
8.000999999999976 2.38625 0.0231442 0.9050723768394113
8.100999999999999 2.32962 0.0231249 0.907737988123088
8.199999999999989 2.24997 0.023097 0.9103328943230611
8.300999999999988 2.2887 0.0230673 0.9129445099646191
8.399999999999977 2.25576 0.0230397 0.9155217047987447
8.500999999999976 2.34341 0.0230108 0.9185020991603359
8.600999999999999 2.34556 0.0229796 0.9217635122302303
8.701000000000022 2.34818 0.0229455 0.9254028308110593
8.800999999999988 2.32406 0.0229113 0.929644013915547
8.90100000000001 2.29808 0.0228775 0.9339355161209697
9.000999999999976 2.3003 0.0228395 0.9376029505837198
9.100999999999999 2.3175 0.0228033 0.9401713074939533
9.199999999999989 2.30426 0.0227713 0.942115127041561
9.300999999999988 2.35628 0.0227393 0.9440983016623519
9.40100000000001 2.28036 0.0227078 0.9463069033767167
9.500999999999976 2.37019 0.0226763 0.9487065303225677
9.600999999999999 2.27746 0.0226483 0.9508927143314139
9.701000000000022 2.27245 0.0226226 0.952670832291927
9.800999999999988 2.23749 0.0225935 0.9543589948623634
9.90100000000001 2.24505 0.0225661 0.9563346426394013
