time dmax hp eps
0.0 6.46785 0.0200007 4.989335543047596
0.10000000000002274 6.66765 0.0199978 4.988334529791816
0.19999999999998863 6.56167 0.0201103 4.9883946097569964
0.30000000000001137 6.57991 0.0203064 4.979775195797522
0.39999999999997726 6.56681 0.0205998 4.967321741382133
0.5 6.5328 0.0210047 4.949131327286582
0.6000000000000227 6.76711 0.0214765 4.925795907680882
0.6999999999999886 6.63676 0.0220195 4.900350023447252
0.8000000000000114 6.56734 0.0225754 4.864590605426752
0.8999999999999773 6.58311 0.0231482 4.824897572396141
1.0 6.76828 0.0237361 4.780985865052262
1.1000000000000227 6.91655 0.0243621 4.731283044122002
1.1999999999999886 6.88127 0.0250083 4.679717311821619
1.3000000000000114 6.90329 0.0256911 4.6269241246212705
1.3999999999999773 6.89853 0.0263914 4.563929646906816
1.5 7.02926 0.027117 4.499474445489271
1.6000000000000227 7.01759 0.0278533 4.431532805736798
1.6999999999999886 7.0163 0.0285765 4.3649188260935965
1.8000000000000114 6.80997 0.0292526 4.300567399932191
1.9010000000000105 6.78318 0.0298983 4.233763168300176
2.0 6.77644 0.0305083 4.172181724128665
2.1000000000000227 6.90166 0.0310637 4.116569176011364
2.201000000000022 6.73385 0.0315233 4.061302059533548
2.3000000000000114 6.87403 0.0319335 4.010591896227002
2.3999999999999773 6.7433 0.0322917 3.9641725350594834
2.5 6.95023 0.0326284 3.9147170910862794
2.6000000000000227 6.91746 0.0329265 3.8659267240517945
2.6999999999999886 6.81573 0.0331603 3.8243077018457763
2.8000000000000114 6.91045 0.0333374 3.7935085432635764
2.8999999999999773 7.03848 0.0334782 3.7688623368943808
3.0 7.05609 0.0335987 3.7513055817744627
3.1000000000000227 6.8032 0.0337121 3.738170943311782
3.1999999999999886 6.94988 0.0338257 3.725992442197853
3.3000000000000114 6.8212 0.0339385 3.708868966729927
3.3999999999999773 6.97993 0.0340621 3.683990986119942
3.5 7.01668 0.0342106 3.647570565268549
3.6000000000000227 7.19238 0.0344041 3.6048361040610377
3.6999999999999886 7.1026 0.0346273 3.5700062589672044
3.8000000000000114 7.22425 0.0348553 3.5533046614975516
3.8999999999999773 7.16427 0.0350957 3.5438418053499934
4.0 7.28732 0.0353665 3.5374017031272786
4.100000000000023 7.18052 0.035638 3.5303648934629948
4.199999999999989 7.35626 0.035872 3.513312927804638
4.300000000000011 7.14046 0.0360941 3.497071501446051
4.399999999999977 7.08964 0.036339 3.483319180232492
4.5 7.15936 0.0365942 3.464263925201153
4.600000000000023 7.14643 0.0368629 3.4471972774728767
4.699999999999989 7.22968 0.0371278 3.430470755137226
4.800000000000011 6.99229 0.0373833 3.415009207070167
4.899999999999977 7.25074 0.037631 3.4097150994313936
5.0 7.10234 0.0378831 3.4132620307180925
5.100000000000023 7.22199 0.0381524 3.42580176535185
5.199999999999989 6.99816 0.0384437 3.428163976010773
5.300000000000011 7.29929 0.0387399 3.425191400286016
5.399999999999977 6.97962 0.039039 3.4029641744746204
5.5 6.93352 0.0393322 3.3718159595620767
5.600000000000023 7.01636 0.0396323 3.336204562871967
5.699999999999989 7.23232 0.0399383 3.2972757345049093
5.800000000000011 7.22032 0.0402337 3.273876166859168
5.899999999999977 7.17903 0.0405183 3.2647664338023423
6.0 7.06376 0.0408304 3.2515146001145476
6.100999999999999 7.01242 0.0411644 3.219386012881645
6.199999999999989 7.18882 0.0414807 3.1761196559045466
6.300000000000011 7.11973 0.0417726 3.131026002005159
6.399999999999977 7.13821 0.0420804 3.0908336926737014
6.5 7.10887 0.0424151 3.051633355894414
6.600000000000023 6.97424 0.0427584 3.0179820540698197
6.699999999999989 7.13043 0.0430878 2.971474817590414
6.800000000000011 7.24329 0.0433942 2.9219238107745253
6.899999999999977 7.43898 0.0436818 2.882462876946546
7.0 7.75527 0.0439533 2.8677678929849377
7.100000000000023 7.16419 0.0442237 2.856528927266027
7.199999999999989 6.86336 0.0444973 2.8444726988180724
7.300000000000011 7.10439 0.0447688 2.836960466340309
7.399999999999977 6.98644 0.045031 2.8396491570479716
7.5 6.87176 0.0452767 2.8483235989443987
7.600000000000023 6.91318 0.0455187 2.847390630197456
7.699999999999989 6.99932 0.0457675 2.853008013395527
7.800000000000011 7.1375 0.0460027 2.866309536924012
7.899999999999977 7.09553 0.0461989 2.8679950337733247
8.0 7.01367 0.0463679 2.8716527219243826
8.100000000000023 7.2153 0.0465497 2.8739791630721827
8.199999999999989 7.00082 0.046743 2.8745030878774203
8.300000000000011 6.91184 0.0469226 2.8797907921807386
8.399999999999977 7.08132 0.0471151 2.8809930826111154
8.5 7.06141 0.047354 2.8775497251148554
8.600000000000023 7.04222 0.0476157 2.871425289362989
8.699999999999989 6.9229 0.0478915 2.866480352905749
8.800000000000011 7.04089 0.0481664 2.8514525810683056
8.899999999999977 7.13422 0.0484292 2.82399030243276
9.0 6.99433 0.048684 2.8002339918706927
9.100000000000023 6.93321 0.0489289 2.7813198404293438
9.199999999999989 7.10631 0.0491696 2.761692758140429
9.300000000000011 7.21208 0.0494013 2.741256883825548
9.399999999999977 7.07221 0.0496204 2.724387477944406
9.5 6.88688 0.0498255 2.7038598907090106
9.600999999999999 7.01658 0.0500181 2.686973687108321
9.699999999999989 6.91975 0.0502117 2.661205878653184
9.800000000000011 6.93204 0.0504127 2.633454198384385
9.899999999999977 6.94149 0.0505917 2.6151916128900528
10.0 6.86221 0.050731 2.5977546985884246
10.100000000000023 6.70095 0.0508535 2.5789575491571615
10.201000000000022 6.75185 0.0509828 2.566336983536577
10.300000000000011 7.07554 0.0511116 2.5642683631005716
10.399999999999977 6.75126 0.0512307 2.563286013071629
10.5 6.74689 0.0513755 2.5711758644586746
10.600000000000023 6.48859 0.0515551 2.5811058256871604
10.699999999999989 6.68884 0.0517443 2.5813349913485304
10.800000000000011 6.51612 0.051932 2.5828005815458766
10.90100000000001 6.55307 0.0521189 2.581023259675149
11.0 6.70599 0.05231 2.5733585080697052
11.100000000000023 6.62236 0.0525146 2.5573880050512328
11.199999999999989 6.8164 0.0527451 2.538931575647073
11.300000000000011 6.61542 0.0530133 2.515277732429766
11.399999999999977 6.47687 0.0532857 2.504647237670389
11.5 6.46502 0.0535639 2.4982720430434706
11.600000000000023 6.38345 0.0538392 2.488574546242747
11.699999999999989 6.54227 0.0541149 2.471712203281822
11.800000000000011 6.38599 0.0543967 2.4511602430036845
11.899999999999977 6.30794 0.0546722 2.4310629954763345
12.000999999999976 6.30734 0.0549257 2.417476717608353
12.100000000000023 6.34566 0.0551579 2.409058394670774
12.201000000000022 6.40409 0.0553901 2.411339433410193
12.300000000000011 6.3255 0.055623 2.4201894598099405
12.40100000000001 6.33951 0.0558459 2.4206952597769344
12.5 6.43177 0.0560579 2.4156235348333617
12.600000000000023 6.44428 0.056293 2.4101961638909355
12.701000000000022 6.20639 0.0565459 2.404946986398804
12.800000000000011 6.20821 0.0567813 2.396305126416389
